Version	ID	Parent	AbInit	AED	Coverage	Integrity	Unique
r11	PdomMRNAr1.1-03391.1	PdomGene03391	snap	0.09	1	1	no
r11	PdomMRNAr1.1-03392.1	PdomGene03392	augustus	0.10	0	0	no
r11	PdomMRNAr1.1-03393.1	PdomGene03393	snap	0.10	0.62	0.19	no
r11	PdomMRNAr1.1-03394.1	PdomGene03394	augustus	0.18	0.83	0.35	no
r11	PdomMRNAr1.1-03395.1	PdomGene03395	snap	0.36	0.09	0.08	no
r11	PdomMRNAr1.1-03396.1	PdomGene03396	snap	0.06	1	0.92	no
r11	PdomMRNAr1.1-03397.1	PdomGene03397	augustus	0.05	0.5	0.55	no
r11	PdomMRNAr1.1-03398.1	PdomGene03398	augustus	0.08	0.98	0.99	no
r11	PdomMRNAr1.1-03399.1	PdomGene03399	augustus	0.05	1	0.91	no
r11	PdomMRNAr1.1-03400.1	PdomGene03400	augustus	0.06	1	0.97	no
r11	PdomMRNAr1.1-03401.1	PdomGene03401	augustus	0.09	0	0	no
r11	PdomMRNAr1.1-03402.1	PdomGene03402	snap	0.60	0.8	0.24	yes
r11	PdomMRNAr1.1-03403.1	PdomGene03403	augustus	0.04	1	0.85	no
r11	PdomMRNAr1.1-03404.1	PdomGene03404	augustus	0.03	1	1	no
r11	PdomMRNAr1.1-03405.1	PdomGene03405	genemark	0.04	1	0.86	no
r11	PdomMRNAr1.1-03406.1	PdomGene03406	augustus	0.17	0.93	0.78	no
r11	PdomMRNAr1.1-03407.1	PdomGene03407	snap	0.27	1	0.97	no
r11	PdomMRNAr1.1-03408.1	PdomGene03408	genemark	0.22	0.97	0.59	no
r11	PdomMRNAr1.1-03409.1	PdomGene03409	augustus	0.33	1	0.95	no
r11	PdomMRNAr1.1-03410.1	PdomGene03410	augustus	0.81	0.77	0.23	no
r11	PdomMRNAr1.1-03411.1	PdomGene03411	snap	0.91	0.87	0.26	yes
r11	PdomMRNAr1.1-03412.1	PdomGene03412	augustus	0.01	1	0.95	no
r11	PdomMRNAr1.1-03413.1	PdomGene03413	augustus	0.05	0.98	0.99	no
r11	PdomMRNAr1.1-03414.1	PdomGene03414	augustus	0.09	1	0.9	no
r11	PdomMRNAr1.1-03415.1	PdomGene03415	snap	0.10	1	0.5	no
r11	PdomMRNAr1.1-03416.1	PdomGene03416	genemark	0.18	1	0.79	no
r11	PdomMRNAr1.1-03417.1	PdomGene03417	snap	0.14	0	0	no
r11	PdomMRNAr1.1-03418.1	PdomGene03418	snap	0.04	0	0	no
r11	PdomMRNAr1.1-03419.1	PdomGene03419	snap	0.15	1	0.5	no
r11	PdomMRNAr1.1-03420.1	PdomGene03420	snap	0.07	0.98	0.74	no
r11	PdomMRNAr1.1-03421.1	PdomGene03421	augustus	0.04	1	1	no
r11	PdomMRNAr1.1-03422.1	PdomGene03422	genemark	0.15	0.97	0.87	no
r11	PdomMRNAr1.1-03423.1	PdomGene03423	snap	0.03	0.98	0.95	no
r11	PdomMRNAr1.1-03424.1	PdomGene03424	augustus	0.26	1	0.98	no
r11	PdomMRNAr1.1-03425.1	PdomGene03425	snap	0.56	0.83	0.28	no
r11	PdomMRNAr1.1-03426.1	PdomGene03426	snap	0.83	0	0	yes
r11	PdomMRNAr1.1-03427.1	PdomGene03427	snap	0.78	0.44	0.13	no
r11	PdomMRNAr1.1-03428.1	PdomGene03428	augustus	0.00	0.99	0.99	no
r11	PdomMRNAr1.1-03429.1	PdomGene03429	augustus	0.00	0.99	0.9	no
r11	PdomMRNAr1.1-03430.1	PdomGene03430	augustus	0.03	0.96	0.91	no
r11	PdomMRNAr1.1-03431.1	PdomGene03431	augustus	0.06	1	0.96	no
r11	PdomMRNAr1.1-03432.1	PdomGene03432	augustus	0.06	1.15	1.04	no
r11	PdomMRNAr1.1-03433.1	PdomGene03433	augustus	0.09	1	0.68	no
r11	PdomMRNAr1.1-03434.1	PdomGene03434	augustus	0.08	0.99	0.97	no
r11	PdomMRNAr1.1-03435.1	PdomGene03435	augustus	0.11	1	1	no
r11	PdomMRNAr1.1-03436.1	PdomGene03436	snap	0.14	0.93	0.98	no
r11	PdomMRNAr1.1-03437.1	PdomGene03437	augustus	0.17	1	0.9	no
r11	PdomMRNAr1.1-03438.1	PdomGene03438	snap	0.00	1	0.96	no
r11	PdomMRNAr1.1-03439.1	PdomGene03439	augustus	0.10	1	0.92	no
r11	PdomMRNAr1.1-03440.1	PdomGene03440	augustus	0.20	1	1	no
r11	PdomMRNAr1.1-03441.1	PdomGene03441	augustus	0.08	0.86	0.41	no
r11	PdomMRNAr1.1-03442.1	PdomGene03442	snap	0.09	1	0.9	no
r11	PdomMRNAr1.1-03442.2	PdomGene03442	snap	0.27	1	0.9	no
r11	PdomMRNAr1.1-03443.1	PdomGene03443	augustus	0.23	1	1	no
r11	PdomMRNAr1.1-03444.1	PdomGene03444	augustus	0.11	1	0.92	no
r11	PdomMRNAr1.1-03445.1	PdomGene03445	augustus	0.14	1	0.79	no
r11	PdomMRNAr1.1-03446.1	PdomGene03446	augustus	0.18	0.89	0.74	no
r11	PdomMRNAr1.1-03447.1	PdomGene03447	augustus	0.22	1	0.3	no
r11	PdomMRNAr1.1-03448.1	PdomGene03448	augustus	0.18	1	0.91	yes
r11	PdomMRNAr1.1-03449.1	PdomGene03449	augustus	0.31	1.17	1.02	no
r11	PdomMRNAr1.1-03450.1	PdomGene03450	augustus	0.34	1	1	no
r11	PdomMRNAr1.1-03451.1	PdomGene03451	snap	0.28	0.99	0.68	no
r11	PdomMRNAr1.1-03452.1	PdomGene03452	augustus	0.40	0.99	1	no
r11	PdomMRNAr1.1-03453.1	PdomGene03453	augustus	0.43	1.01	0.8	no
r11	PdomMRNAr1.1-03454.1	PdomGene03454	snap	0.41	0.92	0.28	no
r11	PdomMRNAr1.1-03455.1	PdomGene03455	snap	0.46	0.98	0.63	no
r11	PdomMRNAr1.1-03456.1	PdomGene03456	augustus	0.63	0.92	0.32	no
r11	PdomMRNAr1.1-03457.1	PdomGene03457	snap	0.47	0.84	0.28	no
r11	PdomMRNAr1.1-03458.1	PdomGene03458	augustus	0.00	1.04	1	no
r11	PdomMRNAr1.1-03459.1	PdomGene03459	augustus	0.02	1.51	1.03	no
r11	PdomMRNAr1.1-03460.1	PdomGene03460	augustus	0.04	0.09	0.63	yes
r11	PdomMRNAr1.1-03461.1	PdomGene03461	augustus	0.04	1.01	1	no
r11	PdomMRNAr1.1-03462.1	PdomGene03462	augustus	0.05	0.96	0.97	no
r11	PdomMRNAr1.1-03463.1	PdomGene03463	augustus	0.03	0.11	0.1	no
r11	PdomMRNAr1.1-03464.1	PdomGene03464	augustus	0.11	1.45	0.94	no
r11	PdomMRNAr1.1-03465.1	PdomGene03465	augustus	0.11	1	0.9	no
r11	PdomMRNAr1.1-03466.1	PdomGene03466	augustus	0.12	1	0.98	no
r11	PdomMRNAr1.1-03467.1	PdomGene03467	augustus	0.13	0.98	0.99	no
r11	PdomMRNAr1.1-03468.1	PdomGene03468	augustus	0.08	0.98	0.94	no
r11	PdomMRNAr1.1-03469.1	PdomGene03469	augustus	0.11	1	0.9	no
r11	PdomMRNAr1.1-03470.1	PdomGene03470	augustus	0.15	1	0.91	no
r11	PdomMRNAr1.1-03471.1	PdomGene03471	augustus	0.24	0.9	0.59	no
r11	PdomMRNAr1.1-03472.1	PdomGene03472	snap	0.24	1	0.62	no
r11	PdomMRNAr1.1-03473.1	PdomGene03473	snap	0.21	0.42	0.43	no
r11	PdomMRNAr1.1-03474.1	PdomGene03474	genemark	0.25	0.83	0.75	no
r11	PdomMRNAr1.1-03475.1	PdomGene03475	snap	0.05	1	0.9	no
r11	PdomMRNAr1.1-03476.1	PdomGene03476	augustus	0.12	1	0.75	no
r11	PdomMRNAr1.1-03477.1	PdomGene03477	augustus	0.17	0.67	0.5	no
r11	PdomMRNAr1.1-03478.1	PdomGene03478	augustus	0.39	1	0.94	no
r11	PdomMRNAr1.1-03479.1	PdomGene03479	snap	0.64	0.83	0.25	no
r11	PdomMRNAr1.1-03480.1	PdomGene03480	augustus	0.07	1	1	no
r11	PdomMRNAr1.1-03481.1	PdomGene03481	augustus	0.05	1	0.95	no
r11	PdomMRNAr1.1-03482.1	PdomGene03482	augustus	0.07	1	1	no
r11	PdomMRNAr1.1-03483.1	PdomGene03483	augustus	0.10	0.99	0.99	no
r11	PdomMRNAr1.1-03484.1	PdomGene03484	augustus	0.04	1	0.96	no
r11	PdomMRNAr1.1-03485.1	PdomGene03485	augustus	0.12	1	0.99	no
r11	PdomMRNAr1.1-03486.1	PdomGene03486	genemark	0.15	1	0.8	no
r11	PdomMRNAr1.1-03487.1	PdomGene03487	augustus	0.10	1	0.9	no
r11	PdomMRNAr1.1-03488.1	PdomGene03488	augustus	0.16	0.99	0.92	no
r11	PdomMRNAr1.1-03489.1	PdomGene03489	snap	0.15	1	0.95	no
r11	PdomMRNAr1.1-03490.1	PdomGene03490	augustus	0.27	1.02	1.01	no
r11	PdomMRNAr1.1-03491.1	PdomGene03491	augustus	0.29	1.36	0.81	no
r11	PdomMRNAr1.1-03492.1	PdomGene03492	augustus	0.23	1	0.85	no
r11	PdomMRNAr1.1-03493.1	PdomGene03493	augustus	0.36	1	0.97	no
r11	PdomMRNAr1.1-03494.1	PdomGene03494	augustus	0.40	1	0.84	no
r11	PdomMRNAr1.1-03495.1	PdomGene03495	augustus	0.00	1	0.9	no
r11	PdomMRNAr1.1-03496.1	PdomGene03496	augustus	0.04	1	1	no
r11	PdomMRNAr1.1-03497.1	PdomGene03497	augustus	0.04	1	1	no
r11	PdomMRNAr1.1-03498.1	PdomGene03498	augustus	0.04	0.8	0.94	no
r11	PdomMRNAr1.1-03499.1	PdomGene03499	augustus	0.06	0.99	1	no
r11	PdomMRNAr1.1-03500.1	PdomGene03500	augustus	0.07	1	0.82	no
r11	PdomMRNAr1.1-03501.1	PdomGene03501	augustus	0.07	1	0.9	no
r11	PdomMRNAr1.1-03502.1	PdomGene03502	augustus	0.05	0	0	no
r11	PdomMRNAr1.1-03503.1	PdomGene03503	augustus	0.09	1	0.99	no
r11	PdomMRNAr1.1-03504.1	PdomGene03504	augustus	0.02	0.01	0	no
r11	PdomMRNAr1.1-03505.1	PdomGene03505	snap	0.07	0.95	0.69	no
r11	PdomMRNAr1.1-03506.1	PdomGene03506	augustus	0.12	1	0.93	no
r11	PdomMRNAr1.1-03507.1	PdomGene03507	augustus	0.11	1.01	1	no
r11	PdomMRNAr1.1-03508.1	PdomGene03508	augustus	0.12	1	0.91	no
r11	PdomMRNAr1.1-03509.1	PdomGene03509	augustus	0.10	1	1	no
r11	PdomMRNAr1.1-03510.1	PdomGene03510	snap	0.05	0	0	no
r11	PdomMRNAr1.1-03511.1	PdomGene03511	augustus	0.14	1	0.86	no
r11	PdomMRNAr1.1-03512.1	PdomGene03512	augustus	0.08	1	0.8	no
r11	PdomMRNAr1.1-03513.1	PdomGene03513	augustus	0.05	0.92	0.58	no
r11	PdomMRNAr1.1-03514.1	PdomGene03514	augustus	0.22	0.9	0.97	no
r11	PdomMRNAr1.1-03515.1	PdomGene03515	augustus	0.22	0.98	0.89	no
r11	PdomMRNAr1.1-03516.1	PdomGene03516	augustus	0.41	1	0.91	no
r11	PdomMRNAr1.1-03517.1	PdomGene03517	augustus	0.53	0.61	0.43	yes
r11	PdomMRNAr1.1-03518.1	PdomGene03518	augustus	0.59	0.59	0.48	yes
r11	PdomMRNAr1.1-03519.1	PdomGene03519	snap	0.40	1	0.9	no
r11	PdomMRNAr1.1-03520.1	PdomGene03520	snap	0.63	0.6	0.23	no
r11	PdomMRNAr1.1-03521.1	PdomGene03521	snap	0.87	0.5	0.15	no
r11	PdomMRNAr1.1-03522.1	PdomGene03522	augustus	0.05	0.99	0.93	no
r11	PdomMRNAr1.1-03523.1	PdomGene03523	genemark	0.00	1	1	no
r11	PdomMRNAr1.1-03524.1	PdomGene03524	augustus	0.03	0.78	0.92	no
r11	PdomMRNAr1.1-03525.1	PdomGene03525	snap	0.22	0.99	0.74	no
r11	PdomMRNAr1.1-03526.1	PdomGene03526	augustus	0.20	0.99	0.85	no
r11	PdomMRNAr1.1-03527.1	PdomGene03527	snap	0.22	1.28	0.38	no
r11	PdomMRNAr1.1-03528.1	PdomGene03528	snap	0.44	0.75	0.27	no
r11	PdomMRNAr1.1-03529.1	PdomGene03529	snap	0.80	0.84	0.25	no
r11	PdomMRNAr1.1-03530.1	PdomGene03530	augustus	0.01	1	1	no
r11	PdomMRNAr1.1-03531.1	PdomGene03531	augustus	0.04	1.31	1.06	no
r11	PdomMRNAr1.1-03532.1	PdomGene03532	augustus	0.11	1	0.95	no
r11	PdomMRNAr1.1-03533.1	PdomGene03533	augustus	0.09	1	0.85	no
r11	PdomMRNAr1.1-03534.1	PdomGene03534	augustus	0.26	0.15	0.05	no
r11	PdomMRNAr1.1-03535.1	PdomGene03535	genemark	0.08	0	0	no
r11	PdomMRNAr1.1-03536.1	PdomGene03536	snap	0.40	0.06	0.02	no
r11	PdomMRNAr1.1-03537.1	PdomGene03537	augustus	0.03	1	0.97	no
r11	PdomMRNAr1.1-03538.1	PdomGene03538	augustus	0.03	1	0.98	no
r11	PdomMRNAr1.1-03539.1	PdomGene03539	snap	0.11	0.98	0.9	no
r11	PdomMRNAr1.1-03539.2	PdomGene03539	snap	0.11	0.98	0.9	no
r11	PdomMRNAr1.1-03540.1	PdomGene03540	snap	0.11	1	0.85	no
r11	PdomMRNAr1.1-03541.1	PdomGene03541	augustus	0.09	0.22	0.16	no
r11	PdomMRNAr1.1-03542.1	PdomGene03542	augustus	0.06	0.46	0.35	no
r11	PdomMRNAr1.1-03543.1	PdomGene03543	augustus	0.14	0.99	0.75	no
r11	PdomMRNAr1.1-03544.1	PdomGene03544	genemark	0.19	0	0	no
r11	PdomMRNAr1.1-03545.1	PdomGene03545	snap	0.04	0.97	0.88	no
r11	PdomMRNAr1.1-03546.1	PdomGene03546	genemark	0.36	0	0	no
r11	PdomMRNAr1.1-03547.1	PdomGene03547	augustus	0.43	1.02	0.96	no
r11	PdomMRNAr1.1-03548.1	PdomGene03548	genemark	0.39	0	0	no
r11	PdomMRNAr1.1-03549.1	PdomGene03549	augustus	0.05	1	1	no
r11	PdomMRNAr1.1-03550.1	PdomGene03550	augustus	0.24	0.63	0.24	no
r11	PdomMRNAr1.1-03551.1	PdomGene03551	augustus	0.04	1	0.98	no
r11	PdomMRNAr1.1-03552.1	PdomGene03552	snap	0.04	0.99	0.76	no
r11	PdomMRNAr1.1-03553.1	PdomGene03553	augustus	0.08	1	0.95	no
r11	PdomMRNAr1.1-03554.1	PdomGene03554	augustus	0.20	0.08	0.12	no
r11	PdomMRNAr1.1-03555.1	PdomGene03555	snap	0.27	0	0	yes
r11	PdomMRNAr1.1-03556.1	PdomGene03556	genemark	0.40	0.95	0.89	no
r11	PdomMRNAr1.1-03557.1	PdomGene03557	snap	0.87	0	0	yes
r11	PdomMRNAr1.1-03558.1	PdomGene03558	genemark	0.05	1	0.83	no
r11	PdomMRNAr1.1-03559.1	PdomGene03559	genemark	0.01	0.47	0.14	no
r11	PdomMRNAr1.1-03560.1	PdomGene03560	augustus	0.08	1	0.4	no
r11	PdomMRNAr1.1-03561.1	PdomGene03561	snap	0.12	1	0.9	no
r11	PdomMRNAr1.1-03562.1	PdomGene03562	snap	0.07	1	0.35	no
r11	PdomMRNAr1.1-03563.1	PdomGene03563	genemark	0.02	0.89	0.84	no
r11	PdomMRNAr1.1-03564.1	PdomGene03564	augustus	0.00	0.07	0.02	no
r11	PdomMRNAr1.1-03565.1	PdomGene03565	snap	0.02	0.99	1	no
r11	PdomMRNAr1.1-03566.1	PdomGene03566	snap	0.03	0.26	0.23	no
r11	PdomMRNAr1.1-03567.1	PdomGene03567	snap	0.17	0	0	yes
r11	PdomMRNAr1.1-03568.1	PdomGene03568	augustus	0.29	0	0	no
r11	PdomMRNAr1.1-03569.1	PdomGene03569	augustus	0.12	0.99	0.75	no
r11	PdomMRNAr1.1-03570.1	PdomGene03570	snap	0.92	0.36	0.11	yes
r11	PdomMRNAr1.1-03571.1	PdomGene03571	augustus	0.00	0.9	0.37	no
r11	PdomMRNAr1.1-03572.1	PdomGene03572	genemark	0.04	0	0	yes
r11	PdomMRNAr1.1-03573.1	PdomGene03573	snap	0.26	0.38	0.11	no
r11	PdomMRNAr1.1-03574.1	PdomGene03574	augustus	0.06	1.2	1.06	no
r11	PdomMRNAr1.1-03575.1	PdomGene03575	augustus	0.07	1	0.93	no
r11	PdomMRNAr1.1-03576.1	PdomGene03576	snap	0.07	1	0.65	no
r11	PdomMRNAr1.1-03577.1	PdomGene03577	augustus	0.17	1	0.97	no
r11	PdomMRNAr1.1-03578.1	PdomGene03578	augustus	0.18	1.32	0.45	no
r11	PdomMRNAr1.1-03579.1	PdomGene03579	augustus	0.12	0	0	no
r11	PdomMRNAr1.1-03580.1	PdomGene03580	augustus	0.16	0.97	0.94	no
r11	PdomMRNAr1.1-03580.2	PdomGene03580	augustus	0.19	0.97	0.94	no
r11	PdomMRNAr1.1-03581.1	PdomGene03581	genemark	0.27	1	1	no
r11	PdomMRNAr1.1-03582.1	PdomGene03582	augustus	0.32	1	0.95	no
r11	PdomMRNAr1.1-03583.1	PdomGene03583	augustus	0.32	0	0	no
r11	PdomMRNAr1.1-03584.1	PdomGene03584	augustus	0.39	1	1	no
r11	PdomMRNAr1.1-03585.1	PdomGene03585	genemark	0.44	1	1	no
r11	PdomMRNAr1.1-03586.1	PdomGene03586	augustus	0.40	1	0.9	no
r11	PdomMRNAr1.1-03587.1	PdomGene03587	genemark	0.42	0.99	0.86	no
r11	PdomMRNAr1.1-03588.1	PdomGene03588	genemark	0.52	1	0.5	no
r11	PdomMRNAr1.1-03589.1	PdomGene03589	augustus	0.00	0.97	0.95	no
r11	PdomMRNAr1.1-03590.1	PdomGene03590	augustus	0.00	1	0.98	no
r11	PdomMRNAr1.1-03591.1	PdomGene03591	augustus	0.06	1	0.78	no
r11	PdomMRNAr1.1-03592.1	PdomGene03592	augustus	0.08	1	0.99	no
r11	PdomMRNAr1.1-03593.1	PdomGene03593	augustus	0.05	1	1	no
r11	PdomMRNAr1.1-03594.1	PdomGene03594	augustus	0.13	1.03	0.74	no
r11	PdomMRNAr1.1-03595.1	PdomGene03595	genemark	0.20	1.27	0.86	no
r11	PdomMRNAr1.1-03596.1	PdomGene03596	augustus	0.20	1.22	0.42	no
r11	PdomMRNAr1.1-03597.1	PdomGene03597	snap	0.26	1	1	no
r11	PdomMRNAr1.1-03598.1	PdomGene03598	snap	0.18	1	0.97	no
r11	PdomMRNAr1.1-03599.1	PdomGene03599	snap	0.30	1	0.6	no
r11	PdomMRNAr1.1-03600.1	PdomGene03600	snap	0.37	1	0.68	no
r11	PdomMRNAr1.1-03601.1	PdomGene03601	augustus	0.39	1	0.99	no
r11	PdomMRNAr1.1-03602.1	PdomGene03602	augustus	0.11	0.36	0.11	no
r11	PdomMRNAr1.1-03603.1	PdomGene03603	snap	0.95	0.89	0.62	no
r11	PdomMRNAr1.1-03603.2	PdomGene03603	snap	0.41	0.89	0.62	no
r11	PdomMRNAr1.1-03604.1	PdomGene03604	augustus	0.00	0.99	0.98	no
r11	PdomMRNAr1.1-03605.1	PdomGene03605	augustus	0.04	1	1	no
r11	PdomMRNAr1.1-03606.1	PdomGene03606	augustus	0.11	1.05	0.8	no
r11	PdomMRNAr1.1-03607.1	PdomGene03607	snap	0.12	1.09	0.85	no
r11	PdomMRNAr1.1-03607.2	PdomGene03607	snap	0.05	1.09	0.85	no
r11	PdomMRNAr1.1-03608.1	PdomGene03608	augustus	0.08	1	0.95	no
r11	PdomMRNAr1.1-03609.1	PdomGene03609	augustus	0.02	1	1	no
r11	PdomMRNAr1.1-03610.1	PdomGene03610	augustus	0.02	0.99	0.35	no
r11	PdomMRNAr1.1-03611.1	PdomGene03611	augustus	0.04	0.97	0.87	no
r11	PdomMRNAr1.1-03612.1	PdomGene03612	augustus	0.06	1	0.95	no
r11	PdomMRNAr1.1-03613.1	PdomGene03613	genemark	0.01	0	0	no
r11	PdomMRNAr1.1-03614.1	PdomGene03614	augustus	0.00	1.01	1	no
r11	PdomMRNAr1.1-03615.1	PdomGene03615	augustus	0.10	1	0.95	no
r11	PdomMRNAr1.1-03616.1	PdomGene03616	augustus	0.05	0.98	0.89	no
r11	PdomMRNAr1.1-03617.1	PdomGene03617	augustus	0.14	1	0.83	no
r11	PdomMRNAr1.1-03618.1	PdomGene03618	snap	0.07	0	0	no
r11	PdomMRNAr1.1-03619.1	PdomGene03619	augustus	0.02	0.99	0.92	no
r11	PdomMRNAr1.1-03620.1	PdomGene03620	augustus	0.02	0.51	0.17	no
r11	PdomMRNAr1.1-03621.1	PdomGene03621	snap	0.11	0.55	0.57	no
r11	PdomMRNAr1.1-03622.1	PdomGene03622	genemark	0.16	0.97	0.86	no
r11	PdomMRNAr1.1-03623.1	PdomGene03623	augustus	0.16	0.86	0.71	no
r11	PdomMRNAr1.1-03624.1	PdomGene03624	genemark	0.28	0.44	0.29	no
r11	PdomMRNAr1.1-03625.1	PdomGene03625	augustus	0.31	1.22	0.97	no
r11	PdomMRNAr1.1-03626.1	PdomGene03626	snap	0.48	0.07	0.02	no
r11	PdomMRNAr1.1-03627.1	PdomGene03627	snap	0.61	0.91	0.27	no
r11	PdomMRNAr1.1-03628.1	PdomGene03628	augustus	0.00	1	0.95	no
r11	PdomMRNAr1.1-03629.1	PdomGene03629	augustus	0.04	1	0.65	no
r11	PdomMRNAr1.1-03630.1	PdomGene03630	augustus	0.05	1	0.85	no
r11	PdomMRNAr1.1-03631.1	PdomGene03631	augustus	0.05	1	0.3	no
r11	PdomMRNAr1.1-03632.1	PdomGene03632	augustus	0.05	0.99	0.88	no
r11	PdomMRNAr1.1-03633.1	PdomGene03633	augustus	0.08	1	1	no
r11	PdomMRNAr1.1-03634.1	PdomGene03634	genemark	0.08	1.15	1.05	no
r11	PdomMRNAr1.1-03635.1	PdomGene03635	snap	0.06	1	0.77	no
r11	PdomMRNAr1.1-03636.1	PdomGene03636	genemark	0.04	1	1	no
r11	PdomMRNAr1.1-03637.1	PdomGene03637	augustus	0.09	1.16	0.95	no
r11	PdomMRNAr1.1-03638.1	PdomGene03638	genemark	0.14	1	0.7	no
r11	PdomMRNAr1.1-03639.1	PdomGene03639	genemark	0.11	0.72	0.82	no
r11	PdomMRNAr1.1-03640.1	PdomGene03640	snap	0.18	0.81	0.61	no
r11	PdomMRNAr1.1-03641.1	PdomGene03641	augustus	0.09	0.9	0.92	no
r11	PdomMRNAr1.1-03642.1	PdomGene03642	snap	0.13	1.2	0.97	no
r11	PdomMRNAr1.1-03643.1	PdomGene03643	augustus	0.14	0.9	0.94	no
r11	PdomMRNAr1.1-03644.1	PdomGene03644	augustus	0.11	0.99	0.86	no
r11	PdomMRNAr1.1-03645.1	PdomGene03645	augustus	0.25	1	0.8	no
r11	PdomMRNAr1.1-03646.1	PdomGene03646	augustus	0.18	0.95	0.86	no
r11	PdomMRNAr1.1-03647.1	PdomGene03647	snap	0.25	0.93	0.63	no
r11	PdomMRNAr1.1-03648.1	PdomGene03648	augustus	0.30	1	1	no
r11	PdomMRNAr1.1-03649.1	PdomGene03649	genemark	0.23	1.01	0.7	no
r11	PdomMRNAr1.1-03650.1	PdomGene03650	augustus	0.29	1	0.97	no
r11	PdomMRNAr1.1-03651.1	PdomGene03651	genemark	0.25	0.87	0.57	no
r11	PdomMRNAr1.1-03652.1	PdomGene03652	augustus	0.39	0.75	0.72	no
r11	PdomMRNAr1.1-03653.1	PdomGene03653	augustus	0.36	0.72	0.63	no
r11	PdomMRNAr1.1-03654.1	PdomGene03654	augustus	0.48	1.46	0.94	no
r11	PdomMRNAr1.1-03655.1	PdomGene03655	genemark	0.00	1	0.95	no
r11	PdomMRNAr1.1-03656.1	PdomGene03656	augustus	0.01	0.97	0.99	no
r11	PdomMRNAr1.1-03657.1	PdomGene03657	augustus	0.01	1	0.9	no
r11	PdomMRNAr1.1-03658.1	PdomGene03658	augustus	0.02	1	0.98	no
r11	PdomMRNAr1.1-03659.1	PdomGene03659	augustus	0.05	1	1	no
r11	PdomMRNAr1.1-03660.1	PdomGene03660	genemark	0.08	0.99	0.92	no
r11	PdomMRNAr1.1-03661.1	PdomGene03661	augustus	0.04	0.92	0.98	no
r11	PdomMRNAr1.1-03662.1	PdomGene03662	augustus	0.05	1	0.99	no
r11	PdomMRNAr1.1-03663.1	PdomGene03663	snap	0.12	1	1	no
r11	PdomMRNAr1.1-03664.1	PdomGene03664	snap	0.12	1	0.8	no
r11	PdomMRNAr1.1-03665.1	PdomGene03665	snap	0.39	0.99	0.75	no
r11	PdomMRNAr1.1-03665.2	PdomGene03665	snap	0.07	0.99	0.75	no
r11	PdomMRNAr1.1-03666.1	PdomGene03666	augustus	0.17	0.99	0.98	no
r11	PdomMRNAr1.1-03667.1	PdomGene03667	augustus	0.08	1	0.87	no
r11	PdomMRNAr1.1-03668.1	PdomGene03668	snap	0.20	0.94	0.73	no
r11	PdomMRNAr1.1-03669.1	PdomGene03669	augustus	0.25	1	0.4	no
r11	PdomMRNAr1.1-03670.1	PdomGene03670	snap	0.20	1	0.91	no
r11	PdomMRNAr1.1-03671.1	PdomGene03671	snap	0.19	0.6	0.34	no
r11	PdomMRNAr1.1-03672.1	PdomGene03672	augustus	0.27	1	1	no
r11	PdomMRNAr1.1-03673.1	PdomGene03673	genemark	0.23	1	0.91	no
r11	PdomMRNAr1.1-03674.1	PdomGene03674	snap	0.13	0.22	0.07	yes
r11	PdomMRNAr1.1-03675.1	PdomGene03675	augustus	0.23	1	0.82	no
r11	PdomMRNAr1.1-03676.1	PdomGene03676	augustus	0.35	1	0.82	no
r11	PdomMRNAr1.1-03677.1	PdomGene03677	augustus	0.05	0.98	0.3	yes
r11	PdomMRNAr1.1-03678.1	PdomGene03678	snap	0.34	0.97	0.98	no
r11	PdomMRNAr1.1-03679.1	PdomGene03679	augustus	0.40	1	1	no
r11	PdomMRNAr1.1-03680.1	PdomGene03680	augustus	0.42	1	0.99	no
r11	PdomMRNAr1.1-03681.1	PdomGene03681	augustus	0.33	1	0.88	no
r11	PdomMRNAr1.1-03682.1	PdomGene03682	genemark	0.45	0	0	no
r11	PdomMRNAr1.1-03683.1	PdomGene03683	augustus	0.48	1	0.9	no
r11	PdomMRNAr1.1-03684.1	PdomGene03684	genemark	0.51	1	0.75	no
r11	PdomMRNAr1.1-03685.1	PdomGene03685	snap	0.28	0.99	0.9	no
r11	PdomMRNAr1.1-03686.1	PdomGene03686	genemark	0.02	1	1	no
r11	PdomMRNAr1.1-03687.1	PdomGene03687	augustus	0.02	1	0.83	no
r11	PdomMRNAr1.1-03688.1	PdomGene03688	augustus	0.03	1	0.9	no
r11	PdomMRNAr1.1-03689.1	PdomGene03689	augustus	0.00	1	0.98	no
r11	PdomMRNAr1.1-03690.1	PdomGene03690	snap	0.08	0.96	0.59	no
r11	PdomMRNAr1.1-03691.1	PdomGene03691	snap	0.09	1	0.85	no
r11	PdomMRNAr1.1-03692.1	PdomGene03692	augustus	0.02	1	0.97	no
r11	PdomMRNAr1.1-03693.1	PdomGene03693	augustus	0.06	1.04	0.88	no
r11	PdomMRNAr1.1-03694.1	PdomGene03694	augustus	0.08	0.94	0.73	no
r11	PdomMRNAr1.1-03695.1	PdomGene03695	augustus	0.08	1	0.85	no
r11	PdomMRNAr1.1-03696.1	PdomGene03696	augustus	0.20	1	0.8	no
r11	PdomMRNAr1.1-03697.1	PdomGene03697	augustus	0.13	0.91	0.42	no
r11	PdomMRNAr1.1-03698.1	PdomGene03698	augustus	0.11	0.62	0.24	no
