Version	ID	Parent	AbInit	AED	Coverage	Integrity	Unique
r11	PdomMRNAr1.1-01060.1	PdomGENEr1.1-01060	augustus	0.01	1	1	no
r11	PdomMRNAr1.1-01061.1	PdomGENEr1.1-01061	snap	0.11	0.98	0.87	no
r11	PdomMRNAr1.1-01062.1	PdomGENEr1.1-01062	snap	0.12	0.99	0.89	no
r11	PdomMRNAr1.1-01063.1	PdomGENEr1.1-01063	augustus	0.16	1	0.91	no
r11	PdomMRNAr1.1-01064.1	PdomGENEr1.1-01064	augustus	0.03	0.98	0.81	no
r11	PdomMRNAr1.1-01065.1	PdomGENEr1.1-01065	augustus	0.20	0.96	0.74	no
r11	PdomMRNAr1.1-01066.1	PdomGENEr1.1-01066	snap	0.67	0.26	0.16	no
r11	PdomMRNAr1.1-01067.1	PdomGENEr1.1-01067	augustus	0.00	0.99	0.9	no
r11	PdomMRNAr1.1-01068.1	PdomGENEr1.1-01068	snap	0.11	0.24	0.07	no
r11	PdomMRNAr1.1-01069.1	PdomGENEr1.1-01069	augustus	0.04	1.01	0.9	no
r11	PdomMRNAr1.1-01070.1	PdomGENEr1.1-01070	snap	0.10	0.06	0.07	no
r11	PdomMRNAr1.1-01071.1	PdomGENEr1.1-01071	augustus	0.26	1	0.95	no
r11	PdomMRNAr1.1-01072.1	PdomGENEr1.1-01072	snap	0.33	0.56	0.33	no
r11	PdomMRNAr1.1-01073.1	PdomGENEr1.1-01073	snap	0.43	1	1	no
r11	PdomMRNAr1.1-01074.1	PdomGENEr1.1-01074	snap	0.48	0.96	0.49	yes
r11	PdomMRNAr1.1-01075.1	PdomGENEr1.1-01075	genemark	0.16	1	0.82	no
r11	PdomMRNAr1.1-01076.1	PdomGENEr1.1-01076	genemark	0.42	1.27	0.98	no
r11	PdomMRNAr1.1-01077.1	PdomGENEr1.1-01077	augustus	0.41	1	1	no
r11	PdomMRNAr1.1-01078.1	PdomGENEr1.1-01078	augustus	0.18	0.88	0.46	no
r11	PdomMRNAr1.1-01079.1	PdomGENEr1.1-01079	genemark	0.45	1	0.65	no
r11	PdomMRNAr1.1-01080.1	PdomGENEr1.1-01080	augustus	0.25	0.41	0.22	no
r11	PdomMRNAr1.1-01081.1	PdomGENEr1.1-01081	snap	0.55	0.68	0.2	no
r11	PdomMRNAr1.1-01082.1	PdomGENEr1.1-01082	snap	0.43	1	0.55	no
r11	PdomMRNAr1.1-01082.2	PdomGENEr1.1-01082	snap	0.55	1	0.55	no
r11	PdomMRNAr1.1-01083.1	PdomGENEr1.1-01083	augustus	0.67	0	0	yes
r11	PdomMRNAr1.1-01084.1	PdomGENEr1.1-01084	genemark	0.49	0.85	0.55	no
r11	PdomMRNAr1.1-01085.1	PdomGENEr1.1-01085	genemark	0.82	0.28	0.08	yes
r11	PdomMRNAr1.1-01086.1	PdomGENEr1.1-01086	augustus	0.00	0.98	0.9	no
r11	PdomMRNAr1.1-01087.1	PdomGENEr1.1-01087	augustus	0.04	0.98	0.73	no
r11	PdomMRNAr1.1-01088.1	PdomGENEr1.1-01088	genemark	0.21	1	0.9	no
r11	PdomMRNAr1.1-01089.1	PdomGENEr1.1-01089	augustus	0.16	1	0.68	no
r11	PdomMRNAr1.1-01090.1	PdomGENEr1.1-01090	snap	0.13	1	0.78	no
r11	PdomMRNAr1.1-01090.2	PdomGENEr1.1-01090	snap	0.15	1	0.78	no
r11	PdomMRNAr1.1-01091.1	PdomGENEr1.1-01091	augustus	0.15	1	0.89	no
r11	PdomMRNAr1.1-01092.1	PdomGENEr1.1-01092	augustus	0.12	0.93	0.55	no
r11	PdomMRNAr1.1-01093.1	PdomGENEr1.1-01093	augustus	0.17	1.12	0.87	no
r11	PdomMRNAr1.1-01094.1	PdomGENEr1.1-01094	genemark	0.10	0.5	0.48	no
r11	PdomMRNAr1.1-01095.1	PdomGENEr1.1-01095	augustus	0.27	1	0.65	no
r11	PdomMRNAr1.1-01096.1	PdomGENEr1.1-01096	snap	0.14	0.23	0.07	no
r11	PdomMRNAr1.1-01097.1	PdomGENEr1.1-01097	snap	0.81	0	0	no
r11	PdomMRNAr1.1-01098.1	PdomGENEr1.1-01098	augustus	0.02	0.33	0.22	no
r11	PdomMRNAr1.1-01099.1	PdomGENEr1.1-01099	genemark	0.02	0.99	0.3	no
r11	PdomMRNAr1.1-01100.1	PdomGENEr1.1-01100	augustus	0.09	1	0.84	no
r11	PdomMRNAr1.1-01101.1	PdomGENEr1.1-01101	augustus	0.07	1	0.93	no
r11	PdomMRNAr1.1-01102.1	PdomGENEr1.1-01102	augustus	0.13	0.98	0.94	no
r11	PdomMRNAr1.1-01103.1	PdomGENEr1.1-01103	snap	0.07	0.96	0.7	no
r11	PdomMRNAr1.1-01104.1	PdomGENEr1.1-01104	augustus	0.07	0.81	0.94	no
r11	PdomMRNAr1.1-01105.1	PdomGENEr1.1-01105	snap	0.17	0.85	0.85	no
r11	PdomMRNAr1.1-01106.1	PdomGENEr1.1-01106	augustus	0.13	0.96	0.76	no
r11	PdomMRNAr1.1-01107.1	PdomGENEr1.1-01107	snap	0.15	0.85	0.6	no
r11	PdomMRNAr1.1-01107.2	PdomGENEr1.1-01107	snap	0.29	0.85	0.6	no
r11	PdomMRNAr1.1-01108.1	PdomGENEr1.1-01108	augustus	0.25	1	0.84	no
r11	PdomMRNAr1.1-01109.1	PdomGENEr1.1-01109	augustus	0.37	0.98	0.99	no
r11	PdomMRNAr1.1-01110.1	PdomGENEr1.1-01110	genemark	0.35	1.06	0.92	no
r11	PdomMRNAr1.1-01111.1	PdomGENEr1.1-01111	augustus	0.37	1	0.9	no
r11	PdomMRNAr1.1-01112.1	PdomGENEr1.1-01112	augustus	0.31	0.96	0.74	no
r11	PdomMRNAr1.1-01113.1	PdomGENEr1.1-01113	augustus	0.08	0.03	0.01	yes
r11	PdomMRNAr1.1-01114.1	PdomGENEr1.1-01114	genemark	0.43	1	1	no
r11	PdomMRNAr1.1-01115.1	PdomGENEr1.1-01115	augustus	0.16	1.01	0.9	no
r11	PdomMRNAr1.1-01116.1	PdomGENEr1.1-01116	snap	0.94	0.08	0.02	yes
r11	PdomMRNAr1.1-01117.1	PdomGENEr1.1-01117	snap	0.93	1	0.3	no
r11	PdomMRNAr1.1-01118.1	PdomGENEr1.1-01118	augustus	0.00	1	0.9	no
r11	PdomMRNAr1.1-01119.1	PdomGENEr1.1-01119	augustus	0.00	1	1	no
r11	PdomMRNAr1.1-01120.1	PdomGENEr1.1-01120	snap	0.05	1	0.82	no
r11	PdomMRNAr1.1-01121.1	PdomGENEr1.1-01121	augustus	0.07	1	0.95	no
r11	PdomMRNAr1.1-01122.1	PdomGENEr1.1-01122	augustus	0.18	0.99	0.83	no
r11	PdomMRNAr1.1-01123.1	PdomGENEr1.1-01123	augustus	0.15	1	1	no
r11	PdomMRNAr1.1-01124.1	PdomGENEr1.1-01124	snap	0.15	1	1	no
r11	PdomMRNAr1.1-01125.1	PdomGENEr1.1-01125	genemark	0.23	0.82	0.81	no
r11	PdomMRNAr1.1-01126.1	PdomGENEr1.1-01126	augustus	0.13	0.76	0.53	no
r11	PdomMRNAr1.1-01127.1	PdomGENEr1.1-01127	augustus	0.20	0.98	0.88	no
r11	PdomMRNAr1.1-01128.1	PdomGENEr1.1-01128	snap	0.32	0.99	0.8	no
r11	PdomMRNAr1.1-01129.1	PdomGENEr1.1-01129	snap	0.28	0.98	0.77	no
r11	PdomMRNAr1.1-01130.1	PdomGENEr1.1-01130	augustus	0.22	0.91	0.87	no
r11	PdomMRNAr1.1-01131.1	PdomGENEr1.1-01131	augustus	0.38	0.99	0.87	no
r11	PdomMRNAr1.1-01132.1	PdomGENEr1.1-01132	augustus	0.40	1	0.8	no
r11	PdomMRNAr1.1-01133.1	PdomGENEr1.1-01133	augustus	0.42	1	1	no
r11	PdomMRNAr1.1-01134.1	PdomGENEr1.1-01134	augustus	0.43	1	0.78	no
r11	PdomMRNAr1.1-01135.1	PdomGENEr1.1-01135	snap	0.23	0.75	0.35	no
r11	PdomMRNAr1.1-01136.1	PdomGENEr1.1-01136	snap	0.95	0.18	0.05	no
r11	PdomMRNAr1.1-01137.1	PdomGENEr1.1-01137	snap	0.00	1.01	0.4	no
r11	PdomMRNAr1.1-01138.1	PdomGENEr1.1-01138	augustus	0.02	1.13	1.04	no
r11	PdomMRNAr1.1-01139.1	PdomGENEr1.1-01139	augustus	0.04	1.07	0.97	no
r11	PdomMRNAr1.1-01140.1	PdomGENEr1.1-01140	snap	0.07	1	1	no
r11	PdomMRNAr1.1-01141.1	PdomGENEr1.1-01141	augustus	0.18	1	0.95	no
r11	PdomMRNAr1.1-01142.1	PdomGENEr1.1-01142	augustus	0.18	0.96	0.83	no
r11	PdomMRNAr1.1-01143.1	PdomGENEr1.1-01143	augustus	0.11	0.31	0.23	no
r11	PdomMRNAr1.1-01144.1	PdomGENEr1.1-01144	snap	0.17	1	0.35	yes
r11	PdomMRNAr1.1-01145.1	PdomGENEr1.1-01145	augustus	0.03	1	0.98	no
r11	PdomMRNAr1.1-01146.1	PdomGENEr1.1-01146	augustus	0.01	0.98	0.75	no
r11	PdomMRNAr1.1-01147.1	PdomGENEr1.1-01147	snap	0.06	0.93	0.77	no
r11	PdomMRNAr1.1-01148.1	PdomGENEr1.1-01148	genemark	0.09	0.84	0.84	no
r11	PdomMRNAr1.1-01149.1	PdomGENEr1.1-01149	genemark	0.10	0	0	no
r11	PdomMRNAr1.1-01150.1	PdomGENEr1.1-01150	snap	0.54	0.12	0.04	yes
r11	PdomMRNAr1.1-01151.1	PdomGENEr1.1-01151	augustus	0.01	1	1	no
r11	PdomMRNAr1.1-01152.1	PdomGENEr1.1-01152	augustus	0.06	1	0.95	no
r11	PdomMRNAr1.1-01153.1	PdomGENEr1.1-01153	augustus	0.10	1	0.89	no
r11	PdomMRNAr1.1-01154.1	PdomGENEr1.1-01154	augustus	0.06	0.09	0.04	no
r11	PdomMRNAr1.1-01155.1	PdomGENEr1.1-01155	augustus	0.11	1	0.9	no
r11	PdomMRNAr1.1-01156.1	PdomGENEr1.1-01156	augustus	0.11	0	0	no
r11	PdomMRNAr1.1-01157.1	PdomGENEr1.1-01157	augustus	0.11	1	0.9	no
r11	PdomMRNAr1.1-01158.1	PdomGENEr1.1-01158	augustus	0.05	1	0.93	no
r11	PdomMRNAr1.1-01159.1	PdomGENEr1.1-01159	augustus	0.17	1.56	1.17	no
r11	PdomMRNAr1.1-01160.1	PdomGENEr1.1-01160	snap	0.17	1	0.9	no
r11	PdomMRNAr1.1-01161.1	PdomGENEr1.1-01161	augustus	0.10	1	0.7	no
r11	PdomMRNAr1.1-01162.1	PdomGENEr1.1-01162	snap	0.23	0.09	0.03	no
r11	PdomMRNAr1.1-01163.1	PdomGENEr1.1-01163	augustus	0.17	1	0.86	no
r11	PdomMRNAr1.1-01164.1	PdomGENEr1.1-01164	snap	0.24	0	0	no
r11	PdomMRNAr1.1-01165.1	PdomGENEr1.1-01165	genemark	0.20	0	0	no
r11	PdomMRNAr1.1-01166.1	PdomGENEr1.1-01166	snap	0.42	1	0.3	no
r11	PdomMRNAr1.1-01167.1	PdomGENEr1.1-01167	snap	0.49	0.52	0.16	yes
r11	PdomMRNAr1.1-01168.1	PdomGENEr1.1-01168	snap	0.75	0.19	0.06	no
r11	PdomMRNAr1.1-01169.1	PdomGENEr1.1-01169	snap	0.85	0.12	0.04	no
r11	PdomMRNAr1.1-01170.1	PdomGENEr1.1-01170	augustus	0.04	1	1	no
r11	PdomMRNAr1.1-01171.1	PdomGENEr1.1-01171	augustus	0.06	1.01	0.76	no
r11	PdomMRNAr1.1-01172.1	PdomGENEr1.1-01172	snap	0.11	1.03	1.01	no
r11	PdomMRNAr1.1-01173.1	PdomGENEr1.1-01173	augustus	0.12	1	1	no
r11	PdomMRNAr1.1-01174.1	PdomGENEr1.1-01174	augustus	0.08	1	0.86	no
r11	PdomMRNAr1.1-01175.1	PdomGENEr1.1-01175	augustus	0.13	1	0.75	no
r11	PdomMRNAr1.1-01176.1	PdomGENEr1.1-01176	augustus	0.05	0.97	0.93	no
r11	PdomMRNAr1.1-01177.1	PdomGENEr1.1-01177	snap	0.06	1	0.74	no
r11	PdomMRNAr1.1-01177.2	PdomGENEr1.1-01177	snap	0.04	1	0.74	no
r11	PdomMRNAr1.1-01177.3	PdomGENEr1.1-01177	snap	0.49	1	0.74	no
r11	PdomMRNAr1.1-01178.1	PdomGENEr1.1-01178	genemark	0.10	0.99	0.76	no
r11	PdomMRNAr1.1-01179.1	PdomGENEr1.1-01179	genemark	0.16	0	0	yes
r11	PdomMRNAr1.1-01180.1	PdomGENEr1.1-01180	augustus	0.07	0.02	0	no
r11	PdomMRNAr1.1-01181.1	PdomGENEr1.1-01181	augustus	0.22	0.99	0.4	no
r11	PdomMRNAr1.1-01182.1	PdomGENEr1.1-01182	augustus	0.07	1	0.9	no
r11	PdomMRNAr1.1-01183.1	PdomGENEr1.1-01183	augustus	0.29	1.06	1.02	no
r11	PdomMRNAr1.1-01184.1	PdomGENEr1.1-01184	augustus	0.44	1.35	1.01	no
r11	PdomMRNAr1.1-01185.1	PdomGENEr1.1-01185	augustus	0.47	1	0.82	no
r11	PdomMRNAr1.1-01186.1	PdomGENEr1.1-01186	augustus	0.43	1	0.9	no
r11	PdomMRNAr1.1-01187.1	PdomGENEr1.1-01187	snap	0.54	0.11	0.03	no
r11	PdomMRNAr1.1-01188.1	PdomGENEr1.1-01188	augustus	0.40	0	0	no
r11	PdomMRNAr1.1-01189.1	PdomGENEr1.1-01189	genemark	0.70	0.85	0.25	no
r11	PdomMRNAr1.1-01190.1	PdomGENEr1.1-01190	augustus	0.70	0.35	0.1	no
r11	PdomMRNAr1.1-01191.1	PdomGENEr1.1-01191	augustus	0.00	0.46	0.58	no
r11	PdomMRNAr1.1-01192.1	PdomGENEr1.1-01192	augustus	0.03	0.74	0.82	no
r11	PdomMRNAr1.1-01193.1	PdomGENEr1.1-01193	augustus	0.06	0.97	0.99	no
r11	PdomMRNAr1.1-01194.1	PdomGENEr1.1-01194	snap	0.10	0.05	0.02	no
r11	PdomMRNAr1.1-01195.1	PdomGENEr1.1-01195	genemark	0.15	0.7	0.51	no
r11	PdomMRNAr1.1-01196.1	PdomGENEr1.1-01196	augustus	0.16	0.97	0.86	no
r11	PdomMRNAr1.1-01197.1	PdomGENEr1.1-01197	augustus	0.40	0.99	0.75	no
r11	PdomMRNAr1.1-01198.1	PdomGENEr1.1-01198	augustus	0.36	1.1	0.71	no
r11	PdomMRNAr1.1-01199.1	PdomGENEr1.1-01199	snap	0.49	1	0.9	no
r11	PdomMRNAr1.1-01200.1	PdomGENEr1.1-01200	genemark	0.28	0.95	0.28	no
r11	PdomMRNAr1.1-01201.1	PdomGENEr1.1-01201	snap	0.15	0.74	0.27	no
r11	PdomMRNAr1.1-01202.1	PdomGENEr1.1-01202	genemark	0.18	1	0.9	no
r11	PdomMRNAr1.1-01203.1	PdomGENEr1.1-01203	augustus	0.19	1	0.93	no
r11	PdomMRNAr1.1-01204.1	PdomGENEr1.1-01204	snap	0.23	1	0.8	no
r11	PdomMRNAr1.1-01205.1	PdomGENEr1.1-01205	genemark	0.16	1.27	0.88	no
r11	PdomMRNAr1.1-01206.1	PdomGENEr1.1-01206	augustus	0.64	1	0.9	no
r11	PdomMRNAr1.1-01207.1	PdomGENEr1.1-01207	augustus	0.78	1	0.9	no
r11	PdomMRNAr1.1-01208.1	PdomGENEr1.1-01208	augustus	0.01	1	1	no
r11	PdomMRNAr1.1-01209.1	PdomGENEr1.1-01209	genemark	0.01	1	0.3	no
r11	PdomMRNAr1.1-01210.1	PdomGENEr1.1-01210	snap	0.02	1	0.9	no
r11	PdomMRNAr1.1-01211.1	PdomGENEr1.1-01211	snap	0.05	1	0.9	no
r11	PdomMRNAr1.1-01212.1	PdomGENEr1.1-01212	augustus	0.07	1	0.5	no
r11	PdomMRNAr1.1-01213.1	PdomGENEr1.1-01213	augustus	0.00	1	0.96	no
r11	PdomMRNAr1.1-01214.1	PdomGENEr1.1-01214	augustus	0.02	1	1	no
r11	PdomMRNAr1.1-01215.1	PdomGENEr1.1-01215	augustus	0.07	0.31	0.29	no
r11	PdomMRNAr1.1-01216.1	PdomGENEr1.1-01216	augustus	0.02	1.21	0.99	no
r11	PdomMRNAr1.1-01217.1	PdomGENEr1.1-01217	augustus	0.12	0.98	0.89	no
r11	PdomMRNAr1.1-01218.1	PdomGENEr1.1-01218	augustus	0.24	1.03	0.91	no
r11	PdomMRNAr1.1-01219.1	PdomGENEr1.1-01219	augustus	0.27	0.99	0.91	no
r11	PdomMRNAr1.1-01220.1	PdomGENEr1.1-01220	genemark	0.27	0.99	0.78	no
r11	PdomMRNAr1.1-01221.1	PdomGENEr1.1-01221	augustus	0.29	1	0.9	no
r11	PdomMRNAr1.1-01222.1	PdomGENEr1.1-01222	snap	0.36	0.99	0.66	no
r11	PdomMRNAr1.1-01223.1	PdomGENEr1.1-01223	snap	0.84	0.28	0.08	no
r11	PdomMRNAr1.1-01224.1	PdomGENEr1.1-01224	augustus	0.04	1.01	0.94	no
r11	PdomMRNAr1.1-01225.1	PdomGENEr1.1-01225	augustus	0.09	1	0.78	no
r11	PdomMRNAr1.1-01226.1	PdomGENEr1.1-01226	augustus	0.02	0.49	0.25	no
r11	PdomMRNAr1.1-01227.1	PdomGENEr1.1-01227	augustus	0.07	0.99	0.97	no
r11	PdomMRNAr1.1-01228.1	PdomGENEr1.1-01228	snap	0.12	1	0.3	no
r11	PdomMRNAr1.1-01229.1	PdomGENEr1.1-01229	snap	0.09	0.2	0.06	no
r11	PdomMRNAr1.1-01230.1	PdomGENEr1.1-01230	genemark	0.08	0.12	0.04	no
r11	PdomMRNAr1.1-01231.1	PdomGENEr1.1-01231	augustus	0.08	0.67	0.25	no
r11	PdomMRNAr1.1-01232.1	PdomGENEr1.1-01232	augustus	0.14	0.98	0.64	no
r11	PdomMRNAr1.1-01233.1	PdomGENEr1.1-01233	snap	0.22	0.94	0.28	no
r11	PdomMRNAr1.1-01234.1	PdomGENEr1.1-01234	genemark	0.07	0.95	0.28	no
r11	PdomMRNAr1.1-01235.1	PdomGENEr1.1-01235	snap	0.15	0.95	0.58	no
r11	PdomMRNAr1.1-01235.2	PdomGENEr1.1-01235	snap	0.54	0.95	0.58	no
r11	PdomMRNAr1.1-01236.1	PdomGENEr1.1-01236	snap	0.20	1	0.45	no
r11	PdomMRNAr1.1-01236.2	PdomGENEr1.1-01236	snap	0.34	1	0.45	no
r11	PdomMRNAr1.1-01237.1	PdomGENEr1.1-01237	genemark	0.42	0.96	0.9	no
r11	PdomMRNAr1.1-01238.1	PdomGENEr1.1-01238	augustus	0.33	1.39	1.02	no
r11	PdomMRNAr1.1-01239.1	PdomGENEr1.1-01239	snap	0.35	0.82	0.3	yes
r11	PdomMRNAr1.1-01240.1	PdomGENEr1.1-01240	augustus	0.33	1.01	0.5	no
r11	PdomMRNAr1.1-01241.1	PdomGENEr1.1-01241	snap	0.20	0.04	0.01	no
r11	PdomMRNAr1.1-01242.1	PdomGENEr1.1-01242	augustus	0.57	0.33	0.1	no
r11	PdomMRNAr1.1-01243.1	PdomGENEr1.1-01243	snap	0.58	1	0.35	yes
r11	PdomMRNAr1.1-01244.1	PdomGENEr1.1-01244	augustus	0.74	0.62	0.21	yes
r11	PdomMRNAr1.1-01245.1	PdomGENEr1.1-01245	snap	0.47	1	0.3	no
r11	PdomMRNAr1.1-01246.1	PdomGENEr1.1-01246	snap	0.82	0.78	0.23	yes
r11	PdomMRNAr1.1-01247.1	PdomGENEr1.1-01247	snap	0.97	0.05	0.02	no
r11	PdomMRNAr1.1-01248.1	PdomGENEr1.1-01248	genemark	0.09	1	0.9	no
r11	PdomMRNAr1.1-01249.1	PdomGENEr1.1-01249	augustus	0.00	1	1	no
r11	PdomMRNAr1.1-01250.1	PdomGENEr1.1-01250	genemark	0.01	0.98	0.94	yes
r11	PdomMRNAr1.1-01251.1	PdomGENEr1.1-01251	augustus	0.03	0.99	1	no
r11	PdomMRNAr1.1-01252.1	PdomGENEr1.1-01252	augustus	0.04	1	0.96	no
r11	PdomMRNAr1.1-01253.1	PdomGENEr1.1-01253	augustus	0.09	1	0.9	no
r11	PdomMRNAr1.1-01254.1	PdomGENEr1.1-01254	augustus	0.12	0.99	0.96	no
r11	PdomMRNAr1.1-01255.1	PdomGENEr1.1-01255	augustus	0.15	1.12	1.04	no
r11	PdomMRNAr1.1-01256.1	PdomGENEr1.1-01256	augustus	0.20	1	0.95	no
r11	PdomMRNAr1.1-01257.1	PdomGENEr1.1-01257	augustus	0.21	0.45	0.18	no
r11	PdomMRNAr1.1-01258.1	PdomGENEr1.1-01258	augustus	0.32	0.03	0.11	no
r11	PdomMRNAr1.1-01259.1	PdomGENEr1.1-01259	snap	0.07	1	0.7	no
r11	PdomMRNAr1.1-01260.1	PdomGENEr1.1-01260	augustus	0.11	1	1	no
r11	PdomMRNAr1.1-01261.1	PdomGENEr1.1-01261	augustus	0.12	1.01	1	no
r11	PdomMRNAr1.1-01262.1	PdomGENEr1.1-01262	augustus	0.15	0.95	0.83	no
r11	PdomMRNAr1.1-01263.1	PdomGENEr1.1-01263	snap	0.16	0	0	no
r11	PdomMRNAr1.1-01264.1	PdomGENEr1.1-01264	snap	0.13	1	0.45	no
r11	PdomMRNAr1.1-01265.1	PdomGENEr1.1-01265	augustus	0.27	0.99	1	no
r11	PdomMRNAr1.1-01266.1	PdomGENEr1.1-01266	augustus	0.36	1	1	no
r11	PdomMRNAr1.1-01267.1	PdomGENEr1.1-01267	snap	0.55	0.91	0.27	no
r11	PdomMRNAr1.1-01268.1	PdomGENEr1.1-01268	augustus	0.08	1.07	1.02	no
r11	PdomMRNAr1.1-01269.1	PdomGENEr1.1-01269	augustus	0.00	1	1	no
r11	PdomMRNAr1.1-01270.1	PdomGENEr1.1-01270	augustus	0.14	0	0	yes
r11	PdomMRNAr1.1-01271.1	PdomGENEr1.1-01271	augustus	0.14	0	0	yes
r11	PdomMRNAr1.1-01272.1	PdomGENEr1.1-01272	genemark	0.17	0.82	0.54	no
r11	PdomMRNAr1.1-01273.1	PdomGENEr1.1-01273	augustus	0.20	1	0.81	no
r11	PdomMRNAr1.1-01274.1	PdomGENEr1.1-01274	augustus	0.19	1	0.31	yes
r11	PdomMRNAr1.1-01275.1	PdomGENEr1.1-01275	genemark	0.55	0.41	0.12	yes
r11	PdomMRNAr1.1-01276.1	PdomGENEr1.1-01276	snap	0.23	1	0.9	yes
r11	PdomMRNAr1.1-01277.1	PdomGENEr1.1-01277	snap	0.25	0.49	0.24	no
r11	PdomMRNAr1.1-01278.1	PdomGENEr1.1-01278	snap	0.30	0.74	0.39	no
r11	PdomMRNAr1.1-01279.1	PdomGENEr1.1-01279	augustus	0.24	0.7	0.57	no
r11	PdomMRNAr1.1-01280.1	PdomGENEr1.1-01280	snap	0.45	0.05	0.06	yes
r11	PdomMRNAr1.1-01281.1	PdomGENEr1.1-01281	augustus	0.63	0.82	0.55	no
r11	PdomMRNAr1.1-01282.1	PdomGENEr1.1-01282	augustus	0.33	0	0	no
r11	PdomMRNAr1.1-01283.1	PdomGENEr1.1-01283	snap	0.86	0.25	0.08	no
r11	PdomMRNAr1.1-01284.1	PdomGENEr1.1-01284	augustus	0.05	1	1	no
r11	PdomMRNAr1.1-01285.1	PdomGENEr1.1-01285	augustus	0.00	1	1	no
r11	PdomMRNAr1.1-01286.1	PdomGENEr1.1-01286	augustus	0.12	1	1	no
r11	PdomMRNAr1.1-01287.1	PdomGENEr1.1-01287	augustus	0.09	1	0.99	no
r11	PdomMRNAr1.1-01288.1	PdomGENEr1.1-01288	augustus	0.11	1	0.88	no
r11	PdomMRNAr1.1-01289.1	PdomGENEr1.1-01289	augustus	0.14	1	0.86	no
r11	PdomMRNAr1.1-01290.1	PdomGENEr1.1-01290	snap	0.14	1	0.36	no
r11	PdomMRNAr1.1-01291.1	PdomGENEr1.1-01291	augustus	0.07	1	0.78	no
r11	PdomMRNAr1.1-01292.1	PdomGENEr1.1-01292	augustus	0.27	0	0	no
r11	PdomMRNAr1.1-01293.1	PdomGENEr1.1-01293	augustus	0.11	0.94	0.73	no
r11	PdomMRNAr1.1-01294.1	PdomGENEr1.1-01294	augustus	0.27	1	0.83	no
r11	PdomMRNAr1.1-01295.1	PdomGENEr1.1-01295	snap	0.45	1	0.6	no
r11	PdomMRNAr1.1-01296.1	PdomGENEr1.1-01296	augustus	0.49	1	0.9	no
r11	PdomMRNAr1.1-01297.1	PdomGENEr1.1-01297	snap	0.47	0.97	0.89	no
r11	PdomMRNAr1.1-01298.1	PdomGENEr1.1-01298	snap	0.49	0.97	0.29	no
r11	PdomMRNAr1.1-01299.1	PdomGENEr1.1-01299	augustus	0.01	1	0.9	no
r11	PdomMRNAr1.1-01300.1	PdomGENEr1.1-01300	augustus	0.01	1	0.6	no
r11	PdomMRNAr1.1-01301.1	PdomGENEr1.1-01301	augustus	0.02	1	1	no
r11	PdomMRNAr1.1-01302.1	PdomGENEr1.1-01302	augustus	0.06	1.07	0.92	no
r11	PdomMRNAr1.1-01303.1	PdomGENEr1.1-01303	genemark	0.21	1	1	no
r11	PdomMRNAr1.1-01304.1	PdomGENEr1.1-01304	augustus	0.04	1	0.5	no
r11	PdomMRNAr1.1-01305.1	PdomGENEr1.1-01305	snap	0.37	1	0.35	yes
r11	PdomMRNAr1.1-01306.1	PdomGENEr1.1-01306	augustus	0.20	0.88	0.46	no
r11	PdomMRNAr1.1-01307.1	PdomGENEr1.1-01307	augustus	0.11	1	0.78	no
r11	PdomMRNAr1.1-01308.1	PdomGENEr1.1-01308	genemark	0.43	0.97	0.34	no
r11	PdomMRNAr1.1-01309.1	PdomGENEr1.1-01309	augustus	0.64	0	0	no
r11	PdomMRNAr1.1-01310.1	PdomGENEr1.1-01310	snap	0.93	1	0.3	no
r11	PdomMRNAr1.1-01311.1	PdomGENEr1.1-01311	snap	0.09	0.16	0.05	no
r11	PdomMRNAr1.1-01312.1	PdomGENEr1.1-01312	snap	0.12	0	0	no
r11	PdomMRNAr1.1-01313.1	PdomGENEr1.1-01313	snap	0.24	0.34	0.1	yes
r11	PdomMRNAr1.1-01314.1	PdomGENEr1.1-01314	snap	0.75	0.25	0.08	no
r11	PdomMRNAr1.1-01315.1	PdomGENEr1.1-01315	augustus	0.00	1.02	0.66	no
r11	PdomMRNAr1.1-01316.1	PdomGENEr1.1-01316	augustus	0.00	0.54	0.21	yes
r11	PdomMRNAr1.1-01317.1	PdomGENEr1.1-01317	snap	0.06	0	0	no
r11	PdomMRNAr1.1-01318.1	PdomGENEr1.1-01318	augustus	0.12	1	0.98	no
r11	PdomMRNAr1.1-01319.1	PdomGENEr1.1-01319	snap	0.00	1	1	no
r11	PdomMRNAr1.1-01320.1	PdomGENEr1.1-01320	snap	0.14	0.68	0.2	no
r11	PdomMRNAr1.1-01321.1	PdomGENEr1.1-01321	snap	0.13	1	0.9	no
r11	PdomMRNAr1.1-01322.1	PdomGENEr1.1-01322	augustus	0.23	0.9	0.67	no
r11	PdomMRNAr1.1-01323.1	PdomGENEr1.1-01323	snap	0.51	1	0.7	no
r11	PdomMRNAr1.1-01324.1	PdomGENEr1.1-01324	snap	0.41	0.65	0.24	yes
r11	PdomMRNAr1.1-01325.1	PdomGENEr1.1-01325	snap	0.47	0.65	0.2	yes
r11	PdomMRNAr1.1-01326.1	PdomGENEr1.1-01326	augustus	0.04	1	1	no
r11	PdomMRNAr1.1-01327.1	PdomGENEr1.1-01327	augustus	0.02	1	1	no
r11	PdomMRNAr1.1-01328.1	PdomGENEr1.1-01328	augustus	0.13	1	0.93	no
